ano,mes,data,regiao,uf,cidade,startup,setor,funcionarios,investimento_recebido,faturamento,crescimento_percentual,estagio,tecnologia_principal,nivel_inovacao
2016,7,2016-07-01,Sudeste,SP,São Paulo,Startup_053,IA,226,35843.1,368040.81,94.53,Scale-up,IA,Disruptivo
2016,7,2016-07-01,Sudeste,SP,Campinas,Startup_048,Retailtech,489,60927.45,197686.75,154.23,Série B,SaaS,Baixo
2016,7,2016-07-01,Sudeste,SP,Ribeirão Preto,Startup_191,Edtech,583,1137375.7,208747.85,109.9,Série B,Big Data,Alto
2016,7,2016-07-01,Sudeste,RJ,Rio de Janeiro,Startup_093,Edtech,703,541312.57,71594.68,169.61,Série B,IoT,Disruptivo
2016,7,2016-07-01,Sudeste,RJ,Niterói,Startup_197,Fintech,690,469350.01,92075.45,141.47,Série A,IoT,Baixo
2016,7,2016-07-01,Sudeste,RJ,Nova Iguaçu,Startup_114,IA,528,316786.63,26686.39,175.55,Scale-up,Big Data,Médio
2016,7,2016-07-01,Sudeste,RJ,Petrópolis,Startup_185,Fintech,786,47767.55,43452.95,114.46,Série B,Big Data,Disruptivo
2016,7,2016-07-01,Sudeste,MG,Belo Horizonte,Startup_133,Retailtech,753,332977.17,76648.34,83.51,Ideação,IoT,Baixo
2016,7,2016-07-01,Sudeste,MG,Uberlândia,Startup_177,Retailtech,686,55534.32,63653.82,46.96,Seed,Blockchain,Disruptivo
2016,7,2016-07-01,Sudeste,MG,Juiz de Fora,Startup_073,Retailtech,392,76327.88,105808.25,-2.95,Série A,Big Data,Baixo
2016,7,2016-07-01,Sudeste,ES,Vitória,Startup_175,Edtech,702,206470.06,533013.66,-19.3,Scale-up,Blockchain,Alto
2016,7,2016-07-01,Sudeste,ES,Vila Velha,Startup_114,Agritech,672,184910.07,524505.4,6.06,Ideação,SaaS,Baixo
2016,7,2016-07-01,Sudeste,ES,Serra,Startup_083,Agritech,251,40838.71,361474.03,68.57,Scale-up,SaaS,Alto
2016,7,2016-07-01,Sul,PR,Curitiba,Startup_008,Edtech,575,118227.43,71617.8,69.35,Seed,Cloud,Médio
2016,7,2016-07-01,Sul,PR,Londrina,Startup_031,Agritech,409,48576.73,41321.56,28.95,Série A,Big Data,Disruptivo
2016,7,2016-07-01,Sul,SC,Florianópolis,Startup_109,Fintech,507,1071504.43,364114.02,46.79,Scale-up,SaaS,Alto
2016,7,2016-07-01,Sul,SC,Joinville,Startup_016,Edtech,615,145972.11,53772.06,72.85,Série B,Cloud,Alto
2016,7,2016-07-01,Sul,RS,Porto Alegre,Startup_175,Healthtech,214,25158.94,82988.28,178.68,Scale-up,Blockchain,Alto
2016,7,2016-07-01,Sul,RS,Caxias do Sul,Startup_109,Retailtech,339,38199.15,213175.66,83.39,Seed,Blockchain,Disruptivo
2016,8,2016-08-01,Norte,AM,Manaus,Startup_186,Retailtech,595,48743.07,65638.95,48.06,Série B,Blockchain,Alto
2016,8,2016-08-01,Norte,PA,Belém,Startup_126,Healthtech,595,1133917.8,412825.86,43.07,Ideação,IA,Médio
2016,8,2016-08-01,Norte,PA,Santarém,Startup_117,IA,622,12717.18,64098.54,65.5,Série A,IoT,Disruptivo
2016,8,2016-08-01,Norte,RO,Porto Velho,Startup_130,IA,199,52796.49,415845.87,175.16,Scale-up,SaaS,Médio
2016,8,2016-08-01,Norte,TO,Palmas,Startup_117,Fintech,70,98156.81,523599.26,104.51,Scale-up,IoT,Disruptivo
2016,8,2016-08-01,Nordeste,BA,Salvador,Startup_049,Retailtech,407,312111.48,72045.27,32.01,Série B,IoT,Alto
2016,8,2016-08-01,Nordeste,BA,Feira de Santana,Startup_160,Agritech,626,66085.5,184736.8,43.15,Ideação,SaaS,Disruptivo
2016,8,2016-08-01,Nordeste,PE,Recife,Startup_029,Retailtech,280,848510.78,94696.41,34.79,Seed,IA,Médio
2016,8,2016-08-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_160,Agritech,183,832660.39,92804.83,170.78,Ideação,IA,Alto
2016,8,2016-08-01,Nordeste,CE,Fortaleza,Startup_069,Retailtech,221,553082.13,64855.9,58.0,Série A,Big Data,Alto
2016,8,2016-08-01,Nordeste,CE,Juazeiro do Norte,Startup_164,Retailtech,105,66319.12,55992.26,82.66,Seed,Big Data,Médio
2016,8,2016-08-01,Nordeste,MA,São Luís,Startup_072,Healthtech,302,49853.5,42143.33,126.88,Seed,IoT,Alto
2016,8,2016-08-01,Nordeste,PB,João Pessoa,Startup_161,Fintech,54,428605.11,359406.75,174.33,Ideação,Cloud,Alto
2016,8,2016-08-01,Centro-Oeste,DF,Brasília,Startup_035,Retailtech,480,2835780.12,279620.0,83.59,Scale-up,Blockchain,Médio
2016,8,2016-08-01,Centro-Oeste,GO,Goiânia,Startup_188,Healthtech,287,475745.84,26527.84,90.5,Série B,Cloud,Disruptivo
2016,8,2016-08-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_142,Edtech,38,276966.18,113596.94,16.35,Ideação,SaaS,Médio
2016,8,2016-08-01,Centro-Oeste,MT,Cuiabá,Startup_036,Healthtech,157,152484.86,51322.92,152.15,Ideação,Blockchain,Médio
2016,8,2016-08-01,Centro-Oeste,MS,Campo Grande,Startup_077,IA,174,47721.72,286050.85,76.82,Série A,IoT,Baixo
2016,8,2016-08-01,Sudeste,SP,São Paulo,Startup_199,Agritech,246,185925.65,1652550.91,41.96,Ideação,IoT,Disruptivo
2016,8,2016-08-01,Sudeste,SP,Campinas,Startup_044,IA,119,520650.34,54905.87,79.96,Seed,Cloud,Disruptivo
2016,8,2016-08-01,Sudeste,SP,Ribeirão Preto,Startup_046,Fintech,98,126155.87,317514.12,68.96,Scale-up,Cloud,Disruptivo
2016,8,2016-08-01,Sudeste,RJ,Rio de Janeiro,Startup_140,Healthtech,561,379677.03,324421.28,59.16,Série B,Big Data,Disruptivo
2016,8,2016-08-01,Sudeste,RJ,Niterói,Startup_078,IA,559,151934.98,138056.91,167.0,Scale-up,Cloud,Médio
2016,8,2016-08-01,Sudeste,RJ,Nova Iguaçu,Startup_032,Edtech,380,393439.3,96617.7,137.37,Série A,Blockchain,Disruptivo
2016,8,2016-08-01,Sudeste,RJ,Petrópolis,Startup_183,Edtech,184,103858.18,53781.06,86.35,Ideação,IoT,Disruptivo
2016,8,2016-08-01,Sudeste,MG,Belo Horizonte,Startup_120,Healthtech,100,240372.64,187771.94,13.31,Ideação,Cloud,Médio
2016,8,2016-08-01,Sudeste,MG,Uberlândia,Startup_190,Healthtech,549,363610.1,1716669.53,114.4,Ideação,Cloud,Médio
2016,8,2016-08-01,Sudeste,MG,Juiz de Fora,Startup_175,Agritech,699,79814.3,140513.32,113.89,Ideação,Big Data,Baixo
2016,8,2016-08-01,Sudeste,ES,Vitória,Startup_005,Retailtech,447,194025.92,510775.74,178.55,Seed,Blockchain,Disruptivo
2016,8,2016-08-01,Sudeste,ES,Vila Velha,Startup_075,IA,455,458788.84,271290.03,104.24,Ideação,Cloud,Disruptivo
2016,8,2016-08-01,Sudeste,ES,Serra,Startup_162,Healthtech,756,104041.07,583285.57,148.8,Scale-up,Big Data,Alto
2016,8,2016-08-01,Sul,PR,Curitiba,Startup_048,Edtech,68,881399.05,853861.2,129.1,Ideação,SaaS,Baixo
2016,8,2016-08-01,Sul,PR,Londrina,Startup_064,Agritech,183,19674.92,1236364.02,-19.52,Série A,SaaS,Disruptivo
2016,8,2016-08-01,Sul,SC,Florianópolis,Startup_178,Agritech,692,113659.74,503702.21,119.96,Série A,Big Data,Baixo
2016,8,2016-08-01,Sul,SC,Joinville,Startup_061,Fintech,155,265964.16,265756.28,106.38,Série B,Blockchain,Disruptivo
2016,8,2016-08-01,Sul,RS,Porto Alegre,Startup_185,Healthtech,607,183121.61,169056.71,-14.77,Seed,IoT,Disruptivo
2016,8,2016-08-01,Sul,RS,Caxias do Sul,Startup_058,Retailtech,561,722350.85,310553.47,146.52,Série B,Cloud,Disruptivo
2016,9,2016-09-01,Norte,AM,Manaus,Startup_011,Fintech,234,56266.45,404373.04,61.98,Scale-up,Cloud,Alto
2016,9,2016-09-01,Norte,PA,Belém,Startup_023,IA,337,460020.26,117438.01,138.39,Série B,Cloud,Baixo
2016,9,2016-09-01,Norte,PA,Santarém,Startup_117,Edtech,719,96643.98,96811.73,104.13,Seed,IA,Disruptivo
2016,9,2016-09-01,Norte,RO,Porto Velho,Startup_176,Edtech,655,85845.95,510178.54,113.09,Seed,IA,Alto
2016,9,2016-09-01,Norte,TO,Palmas,Startup_130,Agritech,251,140816.41,226374.61,75.33,Série A,IA,Médio
2016,9,2016-09-01,Nordeste,BA,Salvador,Startup_021,Healthtech,743,686691.47,268285.16,177.06,Série B,Big Data,Alto
2016,9,2016-09-01,Nordeste,BA,Feira de Santana,Startup_011,IA,69,159576.33,520845.45,87.52,Série A,SaaS,Disruptivo
2016,9,2016-09-01,Nordeste,PE,Recife,Startup_033,IA,74,2937433.71,268181.52,148.15,Série B,Blockchain,Médio
2016,9,2016-09-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_125,Fintech,44,275048.84,148598.86,-15.27,Ideação,Cloud,Baixo
2016,9,2016-09-01,Nordeste,CE,Fortaleza,Startup_093,IA,710,325418.44,764052.94,53.46,Série B,IoT,Médio
2016,9,2016-09-01,Nordeste,CE,Juazeiro do Norte,Startup_021,IA,582,57049.27,108322.29,19.24,Scale-up,Cloud,Disruptivo
2016,9,2016-09-01,Nordeste,MA,São Luís,Startup_011,Healthtech,123,136696.37,612606.24,75.1,Ideação,Cloud,Disruptivo
2016,9,2016-09-01,Nordeste,PB,João Pessoa,Startup_010,Agritech,323,285945.23,531710.97,74.0,Scale-up,IoT,Baixo
2016,9,2016-09-01,Centro-Oeste,DF,Brasília,Startup_106,Edtech,235,310429.59,139336.79,89.53,Scale-up,Cloud,Médio
2016,9,2016-09-01,Centro-Oeste,GO,Goiânia,Startup_003,Retailtech,790,33803.21,164199.82,81.44,Ideação,Cloud,Disruptivo
2016,9,2016-09-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_122,Agritech,427,150580.81,406947.05,48.41,Scale-up,IA,Disruptivo
2016,9,2016-09-01,Centro-Oeste,MT,Cuiabá,Startup_066,Agritech,648,50160.88,202536.32,38.35,Série B,Big Data,Médio
2016,9,2016-09-01,Centro-Oeste,MS,Campo Grande,Startup_130,Edtech,782,98007.03,303071.76,136.34,Série B,SaaS,Disruptivo
2016,9,2016-09-01,Sudeste,SP,São Paulo,Startup_088,Healthtech,241,155940.01,355239.63,179.63,Ideação,Big Data,Baixo
2016,9,2016-09-01,Sudeste,SP,Campinas,Startup_030,Healthtech,773,93672.24,50702.41,156.57,Ideação,IoT,Disruptivo
2016,9,2016-09-01,Sudeste,SP,Ribeirão Preto,Startup_002,Retailtech,760,61107.36,34179.99,20.48,Scale-up,SaaS,Alto
2016,9,2016-09-01,Sudeste,RJ,Rio de Janeiro,Startup_173,Retailtech,59,11277.03,53027.29,101.07,Série B,Cloud,Alto
2016,9,2016-09-01,Sudeste,RJ,Niterói,Startup_151,IA,511,195261.5,146345.18,-1.25,Seed,Blockchain,Disruptivo
2016,9,2016-09-01,Sudeste,RJ,Nova Iguaçu,Startup_104,Retailtech,484,279002.42,144141.1,13.8,Série A,SaaS,Médio
2016,9,2016-09-01,Sudeste,RJ,Petrópolis,Startup_051,Fintech,233,149539.44,53699.32,88.83,Série B,IA,Alto
2016,9,2016-09-01,Sudeste,MG,Belo Horizonte,Startup_145,Edtech,377,55226.62,266336.26,154.32,Série A,IoT,Médio
2016,9,2016-09-01,Sudeste,MG,Uberlândia,Startup_093,IA,480,657953.07,116909.22,128.79,Série A,SaaS,Baixo
2016,9,2016-09-01,Sudeste,MG,Juiz de Fora,Startup_121,Healthtech,669,93121.42,225329.93,-12.57,Seed,SaaS,Médio
2016,9,2016-09-01,Sudeste,ES,Vitória,Startup_087,IA,606,25636.26,114386.71,133.52,Ideação,Blockchain,Médio
2016,9,2016-09-01,Sudeste,ES,Vila Velha,Startup_119,Fintech,696,80108.74,69241.42,27.92,Série A,SaaS,Alto
2016,9,2016-09-01,Sudeste,ES,Serra,Startup_101,IA,371,191323.21,241903.61,90.64,Scale-up,Big Data,Disruptivo
2016,9,2016-09-01,Sul,PR,Curitiba,Startup_058,Fintech,739,181984.47,201950.41,111.23,Ideação,Cloud,Médio
2016,9,2016-09-01,Sul,PR,Londrina,Startup_053,Healthtech,552,498599.34,62699.55,20.54,Ideação,IA,Alto
2016,9,2016-09-01,Sul,SC,Florianópolis,Startup_186,Agritech,657,70349.8,131396.61,24.79,Ideação,Cloud,Disruptivo
2016,9,2016-09-01,Sul,SC,Joinville,Startup_194,Healthtech,385,166365.08,214414.84,-0.45,Scale-up,SaaS,Disruptivo
2016,9,2016-09-01,Sul,RS,Porto Alegre,Startup_011,Healthtech,442,196455.05,69847.66,139.19,Seed,SaaS,Médio
2016,9,2016-09-01,Sul,RS,Caxias do Sul,Startup_189,Agritech,711,892174.98,137075.81,169.73,Série B,IoT,Disruptivo
2016,10,2016-10-01,Norte,AM,Manaus,Startup_013,Retailtech,129,248488.91,853766.28,69.25,Seed,IoT,Médio
2016,10,2016-10-01,Norte,PA,Belém,Startup_029,Edtech,364,51418.65,167147.04,104.12,Scale-up,Big Data,Disruptivo
2016,10,2016-10-01,Norte,PA,Santarém,Startup_027,Retailtech,700,244538.72,299928.39,141.04,Ideação,Big Data,Baixo
2016,10,2016-10-01,Norte,RO,Porto Velho,Startup_050,Healthtech,481,76016.33,82652.21,1.94,Série A,Big Data,Disruptivo
2016,10,2016-10-01,Norte,TO,Palmas,Startup_190,Fintech,143,177036.41,129387.81,175.78,Ideação,SaaS,Alto
2016,10,2016-10-01,Nordeste,BA,Salvador,Startup_032,IA,233,184105.43,461182.54,42.73,Série A,Blockchain,Disruptivo
2016,10,2016-10-01,Nordeste,BA,Feira de Santana,Startup_153,Edtech,461,248221.31,120216.32,144.84,Série B,IoT,Alto
2016,10,2016-10-01,Nordeste,PE,Recife,Startup_161,Fintech,615,575436.82,32473.61,100.86,Série B,SaaS,Médio
2016,10,2016-10-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_073,Agritech,730,31892.77,37442.1,66.5,Série B,Big Data,Médio
2016,10,2016-10-01,Nordeste,CE,Fortaleza,Startup_133,Retailtech,213,493022.76,131259.86,173.78,Ideação,Cloud,Disruptivo
2016,10,2016-10-01,Nordeste,CE,Juazeiro do Norte,Startup_177,Edtech,723,146192.15,394083.3,76.65,Série B,SaaS,Alto
2016,10,2016-10-01,Nordeste,MA,São Luís,Startup_193,Healthtech,612,15682.48,139684.62,175.73,Scale-up,Blockchain,Disruptivo
2016,10,2016-10-01,Nordeste,PB,João Pessoa,Startup_157,Healthtech,292,187044.3,116254.27,166.22,Ideação,Cloud,Baixo
2016,10,2016-10-01,Centro-Oeste,DF,Brasília,Startup_126,Edtech,203,431372.16,51434.38,125.0,Série B,Cloud,Médio
2016,10,2016-10-01,Centro-Oeste,GO,Goiânia,Startup_027,Edtech,12,123853.62,54555.52,90.16,Scale-up,SaaS,Disruptivo
2016,10,2016-10-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_129,Healthtech,247,202882.55,261145.79,135.16,Scale-up,Blockchain,Médio
2016,10,2016-10-01,Centro-Oeste,MT,Cuiabá,Startup_108,Agritech,568,106854.12,913105.01,149.29,Série A,Blockchain,Baixo
2016,10,2016-10-01,Centro-Oeste,MS,Campo Grande,Startup_143,Edtech,642,135969.1,174064.68,90.06,Série A,Blockchain,Disruptivo
2016,10,2016-10-01,Sudeste,SP,São Paulo,Startup_027,Agritech,170,223562.73,35525.25,-0.26,Seed,Blockchain,Médio
2016,10,2016-10-01,Sudeste,SP,Campinas,Startup_025,Edtech,365,164947.62,92252.68,114.85,Série B,IoT,Alto
2016,10,2016-10-01,Sudeste,SP,Ribeirão Preto,Startup_023,Edtech,527,111713.77,64866.22,162.39,Ideação,SaaS,Baixo
2016,10,2016-10-01,Sudeste,RJ,Rio de Janeiro,Startup_099,Agritech,706,671813.96,219789.83,125.78,Seed,Cloud,Alto
2016,10,2016-10-01,Sudeste,RJ,Niterói,Startup_127,Retailtech,309,555292.7,392229.54,53.0,Ideação,SaaS,Baixo
2016,10,2016-10-01,Sudeste,RJ,Nova Iguaçu,Startup_005,Agritech,609,327570.53,112696.38,11.58,Scale-up,Blockchain,Médio
2016,10,2016-10-01,Sudeste,RJ,Petrópolis,Startup_033,Healthtech,528,265551.87,991316.0,38.61,Ideação,Blockchain,Baixo
2016,10,2016-10-01,Sudeste,MG,Belo Horizonte,Startup_031,Agritech,493,28497.91,94119.57,16.36,Série B,Blockchain,Alto
2016,10,2016-10-01,Sudeste,MG,Uberlândia,Startup_154,Retailtech,659,386257.54,291293.64,124.13,Scale-up,SaaS,Alto
2016,10,2016-10-01,Sudeste,MG,Juiz de Fora,Startup_127,Healthtech,127,97545.78,640168.68,53.77,Ideação,SaaS,Alto
2016,10,2016-10-01,Sudeste,ES,Vitória,Startup_011,Retailtech,520,136631.88,576414.33,17.37,Série B,IoT,Disruptivo
2016,10,2016-10-01,Sudeste,ES,Vila Velha,Startup_194,Retailtech,544,1007827.0,404765.53,153.33,Scale-up,IA,Alto
2016,10,2016-10-01,Sudeste,ES,Serra,Startup_092,Agritech,131,58776.48,162905.88,45.46,Ideação,Cloud,Disruptivo
2016,10,2016-10-01,Sul,PR,Curitiba,Startup_152,Agritech,415,688753.49,169394.88,137.41,Scale-up,Cloud,Baixo
2016,10,2016-10-01,Sul,PR,Londrina,Startup_012,Healthtech,627,75039.76,87863.97,77.58,Seed,Big Data,Alto
2016,10,2016-10-01,Sul,SC,Florianópolis,Startup_130,Fintech,7,100453.84,252108.97,-4.83,Série B,IoT,Baixo
2016,10,2016-10-01,Sul,SC,Joinville,Startup_023,Edtech,645,158738.6,125314.6,14.63,Série A,SaaS,Baixo
2016,10,2016-10-01,Sul,RS,Porto Alegre,Startup_046,IA,146,48498.23,50524.16,23.77,Seed,Cloud,Médio
2016,10,2016-10-01,Sul,RS,Caxias do Sul,Startup_026,Retailtech,549,502087.33,283777.39,113.13,Ideação,IA,Alto
2016,11,2016-11-01,Norte,AM,Manaus,Startup_010,IA,202,248119.46,568439.24,178.42,Scale-up,SaaS,Baixo
2016,11,2016-11-01,Norte,PA,Belém,Startup_161,Edtech,772,51214.37,136311.71,46.17,Ideação,IoT,Médio
2016,11,2016-11-01,Norte,PA,Santarém,Startup_155,Edtech,232,194658.25,283842.97,83.33,Scale-up,Blockchain,Baixo
2016,11,2016-11-01,Norte,RO,Porto Velho,Startup_084,Edtech,30,283901.82,52149.98,4.35,Ideação,Blockchain,Baixo
2016,11,2016-11-01,Norte,TO,Palmas,Startup_063,Fintech,603,538260.47,69447.02,-3.14,Série B,IA,Alto
2016,11,2016-11-01,Nordeste,BA,Salvador,Startup_159,Fintech,574,23333.33,180626.53,94.34,Ideação,Cloud,Disruptivo
2016,11,2016-11-01,Nordeste,BA,Feira de Santana,Startup_143,IA,531,84861.78,62778.77,166.25,Scale-up,IA,Alto
2016,11,2016-11-01,Nordeste,PE,Recife,Startup_032,Agritech,259,221463.46,27253.43,133.89,Série B,Big Data,Baixo
2016,11,2016-11-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_086,Fintech,701,1080853.64,158216.85,123.28,Ideação,Blockchain,Alto
2016,11,2016-11-01,Nordeste,CE,Fortaleza,Startup_011,Agritech,449,12977.23,772184.07,108.9,Seed,IA,Médio
2016,11,2016-11-01,Nordeste,CE,Juazeiro do Norte,Startup_146,IA,532,184191.46,519167.1,146.24,Seed,IoT,Disruptivo
2016,11,2016-11-01,Nordeste,MA,São Luís,Startup_110,Edtech,142,687006.18,60835.68,53.7,Seed,Cloud,Disruptivo
2016,11,2016-11-01,Nordeste,PB,João Pessoa,Startup_173,Healthtech,70,67149.01,1479463.44,52.22,Seed,IA,Disruptivo
2016,11,2016-11-01,Centro-Oeste,DF,Brasília,Startup_134,Retailtech,56,52157.78,251697.66,31.25,Scale-up,IA,Disruptivo
2016,11,2016-11-01,Centro-Oeste,GO,Goiânia,Startup_038,Fintech,257,259202.65,138247.56,148.23,Scale-up,Blockchain,Médio
2016,11,2016-11-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_001,IA,189,359278.45,81451.43,59.97,Ideação,IoT,Alto
2016,11,2016-11-01,Centro-Oeste,MT,Cuiabá,Startup_002,Fintech,133,512937.35,269714.13,174.71,Série A,Cloud,Disruptivo
2016,11,2016-11-01,Centro-Oeste,MS,Campo Grande,Startup_199,Agritech,633,220909.86,271584.64,49.98,Ideação,IA,Alto
2016,11,2016-11-01,Sudeste,SP,São Paulo,Startup_008,IA,279,1175153.94,95008.68,141.7,Ideação,Big Data,Baixo
2016,11,2016-11-01,Sudeste,SP,Campinas,Startup_128,Edtech,383,167655.95,50938.11,1.91,Scale-up,SaaS,Disruptivo
2016,11,2016-11-01,Sudeste,SP,Ribeirão Preto,Startup_132,Edtech,464,434102.0,254912.83,151.85,Seed,IA,Alto
2016,11,2016-11-01,Sudeste,RJ,Rio de Janeiro,Startup_182,Fintech,154,64614.48,155342.65,78.4,Série A,Cloud,Médio
2016,11,2016-11-01,Sudeste,RJ,Niterói,Startup_089,Fintech,66,181006.68,27309.58,16.39,Série A,Cloud,Médio
2016,11,2016-11-01,Sudeste,RJ,Nova Iguaçu,Startup_164,Fintech,371,158602.0,422749.54,143.3,Seed,IoT,Médio
2016,11,2016-11-01,Sudeste,RJ,Petrópolis,Startup_181,Healthtech,735,463165.34,40590.0,42.22,Scale-up,Blockchain,Alto
2016,11,2016-11-01,Sudeste,MG,Belo Horizonte,Startup_183,Retailtech,362,102991.84,356668.76,50.73,Ideação,SaaS,Médio
2016,11,2016-11-01,Sudeste,MG,Uberlândia,Startup_108,Agritech,681,39071.25,801876.16,102.84,Série B,Cloud,Disruptivo
2016,11,2016-11-01,Sudeste,MG,Juiz de Fora,Startup_182,Fintech,111,93322.61,213724.65,152.47,Seed,IoT,Alto
2016,11,2016-11-01,Sudeste,ES,Vitória,Startup_195,Fintech,101,170313.33,166747.22,5.66,Scale-up,Cloud,Disruptivo
2016,11,2016-11-01,Sudeste,ES,Vila Velha,Startup_099,Fintech,741,300749.55,312040.07,123.75,Série B,SaaS,Baixo
2016,11,2016-11-01,Sudeste,ES,Serra,Startup_011,Retailtech,741,56676.49,234125.74,62.47,Série B,SaaS,Disruptivo
2016,11,2016-11-01,Sul,PR,Curitiba,Startup_179,Fintech,347,145401.39,1040397.19,163.22,Seed,Blockchain,Disruptivo
2016,11,2016-11-01,Sul,PR,Londrina,Startup_011,Healthtech,799,182710.11,116536.25,119.83,Scale-up,IoT,Médio
2016,11,2016-11-01,Sul,SC,Florianópolis,Startup_172,Agritech,146,276690.27,40475.33,24.98,Seed,Cloud,Médio
2016,11,2016-11-01,Sul,SC,Joinville,Startup_150,Retailtech,484,514698.1,236110.31,39.63,Scale-up,Cloud,Médio
2016,11,2016-11-01,Sul,RS,Porto Alegre,Startup_126,Healthtech,725,368698.89,187466.87,103.77,Série A,SaaS,Médio
2016,11,2016-11-01,Sul,RS,Caxias do Sul,Startup_106,Edtech,23,297855.1,345429.34,148.7,Série A,Blockchain,Alto
2016,12,2016-12-01,Norte,AM,Manaus,Startup_004,Fintech,596,100523.53,91465.22,129.52,Seed,Cloud,Médio
2016,12,2016-12-01,Norte,PA,Belém,Startup_106,Edtech,105,29657.11,25529.28,96.5,Seed,SaaS,Baixo
2016,12,2016-12-01,Norte,PA,Santarém,Startup_148,IA,208,2321319.94,108954.31,170.06,Scale-up,Blockchain,Médio
2016,12,2016-12-01,Norte,RO,Porto Velho,Startup_130,Retailtech,217,267280.06,96272.51,76.49,Scale-up,IoT,Alto
2016,12,2016-12-01,Norte,TO,Palmas,Startup_052,Retailtech,512,256747.13,111453.64,-1.33,Seed,Big Data,Disruptivo
2016,12,2016-12-01,Nordeste,BA,Salvador,Startup_094,Edtech,392,26505.86,774206.22,133.5,Série A,Blockchain,Médio
2016,12,2016-12-01,Nordeste,BA,Feira de Santana,Startup_038,Healthtech,705,176003.25,105751.8,0.27,Ideação,Big Data,Disruptivo
2016,12,2016-12-01,Nordeste,PE,Recife,Startup_116,IA,102,90661.83,60264.39,40.53,Série A,Big Data,Disruptivo
2016,12,2016-12-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_152,IA,396,161571.1,70019.94,115.9,Seed,Big Data,Disruptivo
2016,12,2016-12-01,Nordeste,CE,Fortaleza,Startup_098,Edtech,308,205646.15,24019.84,4.0,Série B,Cloud,Alto
2016,12,2016-12-01,Nordeste,CE,Juazeiro do Norte,Startup_012,Fintech,392,171305.92,57039.23,80.9,Ideação,Big Data,Disruptivo
2016,12,2016-12-01,Nordeste,MA,São Luís,Startup_062,Healthtech,742,166631.58,183993.78,105.97,Série B,IA,Médio
2016,12,2016-12-01,Nordeste,PB,João Pessoa,Startup_171,Fintech,212,218348.36,295020.34,33.72,Série B,IoT,Médio
2016,12,2016-12-01,Centro-Oeste,DF,Brasília,Startup_036,Agritech,591,131993.39,157613.21,104.37,Ideação,IA,Médio
2016,12,2016-12-01,Centro-Oeste,GO,Goiânia,Startup_186,Healthtech,46,290833.26,128059.51,54.03,Seed,IoT,Disruptivo
2016,12,2016-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_180,Healthtech,480,102797.79,199563.16,148.12,Seed,Cloud,Médio
2016,12,2016-12-01,Centro-Oeste,MT,Cuiabá,Startup_174,Healthtech,78,9667.94,39368.98,-8.35,Série A,IoT,Alto
2016,12,2016-12-01,Centro-Oeste,MS,Campo Grande,Startup_047,Edtech,736,319595.26,111850.06,8.09,Ideação,Cloud,Médio
2016,12,2016-12-01,Sudeste,SP,São Paulo,Startup_187,IA,463,40843.2,149996.02,108.78,Seed,Big Data,Baixo
2016,12,2016-12-01,Sudeste,SP,Campinas,Startup_114,Agritech,35,158653.67,172347.29,-13.97,Ideação,IoT,Alto
2016,12,2016-12-01,Sudeste,SP,Ribeirão Preto,Startup_084,Retailtech,8,805346.1,989084.45,134.5,Seed,SaaS,Alto
2016,12,2016-12-01,Sudeste,RJ,Rio de Janeiro,Startup_138,Fintech,706,75097.87,103668.07,62.46,Scale-up,Blockchain,Baixo
2016,12,2016-12-01,Sudeste,RJ,Niterói,Startup_056,Agritech,580,115189.02,137414.61,-13.08,Seed,IA,Alto
2016,12,2016-12-01,Sudeste,RJ,Nova Iguaçu,Startup_079,Retailtech,448,99709.34,19435.73,174.31,Série A,SaaS,Baixo
2016,12,2016-12-01,Sudeste,RJ,Petrópolis,Startup_066,Agritech,562,137662.29,284144.07,28.46,Série A,Big Data,Alto
2016,12,2016-12-01,Sudeste,MG,Belo Horizonte,Startup_161,Fintech,281,157869.86,189118.67,1.75,Scale-up,Cloud,Alto
2016,12,2016-12-01,Sudeste,MG,Uberlândia,Startup_060,Fintech,432,70296.06,130805.96,107.46,Série B,IA,Médio
2016,12,2016-12-01,Sudeste,MG,Juiz de Fora,Startup_017,Healthtech,573,178188.41,169515.43,140.12,Ideação,Cloud,Médio
2016,12,2016-12-01,Sudeste,ES,Vitória,Startup_166,Fintech,315,87059.77,201967.76,7.21,Ideação,IA,Médio
2016,12,2016-12-01,Sudeste,ES,Vila Velha,Startup_128,Retailtech,684,23283.84,364104.1,55.71,Série B,Big Data,Médio
2016,12,2016-12-01,Sudeste,ES,Serra,Startup_192,Edtech,300,113502.46,298754.75,147.87,Ideação,Big Data,Disruptivo
2016,12,2016-12-01,Sul,PR,Curitiba,Startup_039,Fintech,765,175256.52,79044.7,56.18,Série B,Big Data,Alto
